step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
95,PAYMENT,18545.68,C1556186692,52445.0,33899.32,M1592932317,0.0,0.0,0,0
333,CASH_IN,130623.13,C1371301552,376128.68,506751.81,C299514580,4101723.93,3971100.8,0,0
473,CASH_OUT,179700.14,C1270751664,179700.14,0.0,C1991324873,1792.34,181492.48,1,0
326,CASH_OUT,267135.63,C973372725,38770.61,0.0,C581415324,1347692.44,1614828.07,0,0
19,CASH_IN,78476.98,C340702007,10212963.45,10291440.43,C1010180646,634824.42,556347.45,0,0
131,CASH_OUT,237642.64,C1912612436,160162.0,0.0,C526266879,0.0,237642.64,0,0
211,CASH_OUT,156864.43,C1198167628,0.0,0.0,C262978946,3455029.52,3611893.95,0,0
403,CASH_OUT,44978.89,C375268291,21798.0,0.0,C19320432,2901227.72,2946206.61,0,0
179,CASH_IN,452919.66,C437237476,879457.07,1332376.74,C1483980714,773314.93,320395.27,0,0
9,CASH_OUT,171394.85,C287594610,20584.0,0.0,C1570256460,9281535.44,11823501.78,0,0
211,CASH_OUT,59612.36,C837181567,0.0,0.0,C1331429328,137020.49,196632.86,0,0
204,TRANSFER,31914.96,C2121086042,0.0,0.0,C592943127,634322.31,666237.27,0,0
395,DEBIT,257.25,C573614668,25180.0,24922.75,C1432077533,36140.42,36397.67,0,0
282,CASH_OUT,128197.12,C1546836730,0.0,0.0,C961430568,220417.75,348614.87,0,0
212,CASH_OUT,27347.81,C2034476527,55574.8,28227.0,C1628486398,6636701.12,6664048.93,0,0
14,CASH_OUT,89436.65,C1607027498,0.0,0.0,C1493135118,975731.93,1081509.43,0,0
372,CASH_OUT,245416.46,C1105718103,0.0,0.0,C697599749,2108844.36,2354260.82,0,0
286,TRANSFER,78949.15,C213113463,12432.0,0.0,C348031801,741324.11,820273.26,0,0
235,CASH_OUT,297880.02,C626396633,153.0,0.0,C2094453979,258468.99,556349.01,0,0
181,CASH_OUT,68250.79,C469129549,0.0,0.0,C1743578484,2868198.94,2936449.73,0,0
170,CASH_IN,83095.56,C204758707,3838466.08,3921561.64,C1935735129,12861619.76,12778524.2,0,0
476,CASH_IN,207854.54,C1938377884,50220.0,258074.54,C475338087,192550.83,0.0,0,0
350,TRANSFER,239243.84,C911073103,41671.0,0.0,C1241262856,421704.39,660948.23,0,0
19,CASH_IN,82241.64,C295091370,3628296.7,3710538.34,C697783649,2064671.6,3138203.92,0,0
154,CASH_OUT,34912.19,C44922707,0.0,0.0,C777809380,735900.43,770812.62,0,0
34,CASH_OUT,118526.63,C1983104892,59859.0,0.0,C1536446312,0.0,118526.63,0,0
153,TRANSFER,8403.2,C2055503293,0.0,0.0,C1035195059,406905.57,415308.77,0,0
356,TRANSFER,294381.85,C30673101,0.0,0.0,C1127806629,676564.81,970946.65,0,0
225,CASH_IN,214684.46,C782168970,25872.0,240556.46,C2116199681,0.0,0.0,0,0
137,CASH_IN,171692.98,C1661801685,38074.0,209766.98,C837820627,0.0,0.0,0,0
348,PAYMENT,68.28,C692060401,0.0,0.0,M339905493,0.0,0.0,0,0
162,CASH_OUT,170041.49,C1791416834,0.0,0.0,C373225070,1721098.09,1891139.58,0,0
308,CASH_IN,45444.3,C2142190712,5136.0,50580.3,C1433310823,0.0,0.0,0,0
212,TRANSFER,320434.45,C1767323738,73108.0,0.0,C383532060,0.0,320434.45,0,0
283,CASH_IN,93776.69,C433517048,308394.54,402171.23,C346013628,275638.79,181862.1,0,0
230,CASH_OUT,94502.49,C509454086,0.0,0.0,C556652352,216529.16,311031.65,0,0
202,CASH_IN,642616.13,C834979717,1776246.51,2418862.64,C475334317,1571565.13,928949.0,0,0
237,TRANSFER,513405.58,C1727698803,29845.0,0.0,C347056727,2971569.04,3484974.62,0,0
451,CASH_IN,287235.92,C1498135002,4604269.23,4891505.15,C556373412,10151584.92,9864349.0,0,0
347,CASH_OUT,115210.45,C1515904592,145737.13,30526.69,C709815552,9936231.88,10051442.33,0,0
14,CASH_OUT,384926.91,C1195197438,25538.0,0.0,C2089016471,773967.25,716364.32,0,0
404,CASH_IN,327260.18,C1295593746,5702567.54,6029827.72,C657813915,2480506.21,2153246.03,0,0
302,CASH_OUT,228854.94,C98723414,479.0,0.0,C318179364,5071590.6,5300445.55,0,0
212,CASH_OUT,272865.5,C1331923620,0.0,0.0,C325441489,2343442.21,2616307.7,0,0
35,CASH_IN,374335.45,C440347539,430233.22,804568.68,C684399107,705514.48,331179.02,0,0
378,CASH_OUT,394181.64,C957928269,65882.0,0.0,C1072558316,241839.14,636020.78,0,0
284,CASH_IN,190876.49,C2976697,19633671.73,19824548.22,C76175380,293684.06,102807.57,0,0
208,TRANSFER,211693.61,C20964979,59333.0,0.0,C1249564972,124690.18,336383.79,0,0
133,CASH_OUT,172115.67,C1297409382,0.0,0.0,C401825929,2503224.89,2525561.77,0,0
373,TRANSFER,73679.78,C1610336537,0.0,0.0,C2104621109,159945.65,233625.43,0,0
300,CASH_IN,118472.71,C523726080,6650626.75,6769099.46,C1525357904,7104059.5,6985586.8,0,0
138,CASH_IN,223949.1,C326834866,30970.0,254919.1,C897561978,4029166.42,3805217.32,0,0
135,CASH_OUT,199925.16,C356212931,5058.0,0.0,C315595990,3256517.81,3456442.97,0,0
181,PAYMENT,34357.13,C1946259662,0.0,0.0,M1294326874,0.0,0.0,0,0
374,CASH_OUT,388082.54,C918606471,20845.0,0.0,C125986945,0.0,388082.54,0,0
401,CASH_IN,399747.69,C809735788,149259.0,549006.69,C947826109,0.0,0.0,0,0
12,CASH_IN,350029.22,C511935523,713854.73,1063883.95,C466866036,1192.0,0.0,0,0
253,CASH_OUT,156729.94,C677470911,0.0,0.0,C636323541,1001887.81,1158617.75,0,0
260,TRANSFER,425291.25,C434780335,253213.0,0.0,C550055858,2478831.83,2904123.08,0,0
330,CASH_IN,27896.07,C978746116,86054.0,113950.07,C572895729,0.0,0.0,0,0
323,CASH_OUT,413469.52,C2044463523,11694.0,0.0,C915485442,378682.61,792152.12,0,0
405,CASH_IN,63017.64,C792969992,1075.0,64092.64,C689704096,1447242.09,1384224.46,0,0
399,CASH_OUT,62714.44,C2025547701,0.0,0.0,C1559008731,259510.44,322224.88,0,0
258,CASH_IN,115124.84,C855234309,1959536.55,2074661.39,C2133088178,7487761.8,7372636.96,0,0
283,CASH_OUT,297429.43,C1594452143,0.0,0.0,C836633488,682201.76,979631.19,0,0
301,CASH_OUT,47520.47,C1727362505,0.0,0.0,C1708357030,71602.42,119122.89,0,0
297,CASH_OUT,138018.43,C2081876108,0.0,0.0,C994730180,1123749.03,1261767.46,0,0
507,CASH_OUT,269476.09,C2019808660,269476.09,0.0,C1739573191,32185.76,301661.86,1,0
184,CASH_IN,317306.63,C1269426336,16681.0,333987.63,C1519708858,1296901.25,979594.63,0,0
205,PAYMENT,14932.21,C1221214608,10897.0,0.0,M1334082872,0.0,0.0,0,0
331,CASH_IN,48980.64,C459847292,1135323.48,1184304.12,C1562137576,653567.23,604586.59,0,0
34,CASH_OUT,218474.83,C1311080699,0.0,0.0,C592056924,665373.01,883847.84,0,0
213,TRANSFER,97506.49,C419125960,0.0,0.0,C410033330,11469981.39,11567487.88,0,0
384,PAYMENT,8785.15,C101118797,15579.0,6793.85,M513654610,0.0,0.0,0,0
334,CASH_OUT,1272.4,C1828262127,50704.0,49431.6,C497689923,0.0,1272.4,0,0
205,CASH_IN,138383.41,C1678855460,6089180.39,6227563.8,C1547228019,520875.62,382492.21,0,0
37,CASH_IN,158295.58,C541918559,3290999.48,3449295.06,C1181708889,8361496.39,8203200.81,0,0
186,CASH_OUT,51139.25,C771545647,31843.0,0.0,C1280120239,832664.26,883803.51,0,0
329,CASH_OUT,124526.61,C1495473291,371.0,0.0,C460771007,0.0,124526.61,0,0
139,CASH_OUT,75743.48,C956706229,0.0,0.0,C971747448,1797485.48,1873228.96,0,0
203,TRANSFER,89153.75,C2122198944,0.0,0.0,C1834699516,225745.43,314899.18,0,0
240,CASH_IN,162635.12,C1380241040,2868468.54,3031103.66,C1789606671,1045831.99,883196.88,0,0
211,PAYMENT,5167.23,C1417777146,67870.31,62703.08,M1305926558,0.0,0.0,0,0
134,CASH_OUT,394207.29,C1144938035,35444.0,0.0,C289330473,533977.05,928184.34,0,0
135,PAYMENT,4164.88,C1137935530,0.0,0.0,M182137738,0.0,0.0,0,0
9,CASH_OUT,77484.53,C826709425,0.0,0.0,C17820769,1672266.65,1932768.24,0,0
14,CASH_OUT,117144.81,C465649348,0.0,0.0,C2063275841,165609.8,282754.61,0,0
15,CASH_OUT,148534.16,C404770262,83.0,0.0,C909312047,0.0,148534.16,0,0
321,TRANSFER,118179.68,C1022947279,0.0,0.0,C1564795146,4464505.79,4582685.47,0,0
134,CASH_IN,223586.93,C1349134325,11276846.55,11500433.49,C1379589736,1369723.84,1146136.9,0,0
139,CASH_OUT,726018.98,C1305887901,0.0,0.0,C1720721903,3303696.51,4029715.49,0,0
178,CASH_IN,97539.25,C1734353313,172984.0,270523.25,C2061604304,494179.53,396640.29,0,0
43,CASH_OUT,277062.42,C1849451898,0.0,0.0,C1680789799,4426563.04,4703625.46,0,0
19,CASH_OUT,225388.98,C1552963245,30245.0,0.0,C1673501963,1602660.12,2094568.2,0,0
8,DEBIT,3987.63,C1398180675,11943.0,7955.37,C256417920,55704.95,0.0,0,0
209,CASH_OUT,192717.48,C1002814045,12595.0,0.0,C1032628517,4608514.28,4801231.76,0,0
183,CASH_IN,24473.97,C1924604621,1551.0,26024.97,C463164064,10604034.7,10579560.73,0,0
303,DEBIT,8974.56,C1950574298,11386.0,2411.44,C1729789302,5579608.91,5588583.47,0,0
399,CASH_OUT,73116.23,C1781759574,0.0,0.0,C1711881431,92963.83,166080.06,0,0
132,CASH_IN,103804.31,C828427204,18756849.04,18860653.35,C1960441382,528418.44,424614.12,0,0
140,CASH_IN,228233.15,C432813454,213019.0,441252.15,C156111080,45499.32,0.0,0,0
178,CASH_IN,243055.98,C1473185785,4013338.31,4256394.29,C399460584,2113100.85,1870044.87,0,0
530,TRANSFER,148680.12,C1687894218,148680.12,0.0,C943795253,0.0,0.0,1,0
235,CASH_OUT,46566.67,C204572433,0.0,0.0,C1017913693,6504491.34,6551058.0,0,0
212,CASH_OUT,428307.34,C609950512,21554.0,0.0,C1264872013,250097.55,678404.9,0,0
210,CASH_OUT,131462.9,C1160038779,0.0,0.0,C29028630,181553.32,313016.22,0,0
687,CASH_OUT,200087.31,C459189943,0.0,0.0,C767750278,441049.83,641137.14,0,0
208,PAYMENT,13850.66,C2034924473,13270.0,0.0,M1536394586,0.0,0.0,0,0
324,CASH_IN,65804.49,C879880794,931101.41,996905.9,C919145773,723263.03,657458.54,0,0
11,CASH_IN,360031.77,C416201463,46254.0,406285.77,C1522743169,0.0,0.0,0,0
12,CASH_OUT,346899.74,C262900809,6073.0,0.0,C7881234,3503897.95,4376964.12,0,0
163,CASH_OUT,39982.13,C627099772,5209.0,0.0,C2042705874,1950885.69,1990867.82,0,0
140,CASH_OUT,522832.74,C686106278,0.0,0.0,C2145121206,663601.17,1186433.91,0,0
274,CASH_OUT,113813.22,C1537500116,659.0,0.0,C839360691,36079.11,149892.33,0,0
325,CASH_OUT,178594.07,C884165573,117217.0,0.0,C590362838,0.0,178594.07,0,0
260,CASH_IN,101598.24,C1164333629,134.0,101732.24,C1412844868,91377.97,0.0,0,0
253,CASH_OUT,9653.04,C1916239937,0.0,0.0,C1694832175,114649.54,124302.58,0,0
349,CASH_OUT,126760.5,C1739968799,0.0,0.0,C1979812684,256826.95,383587.45,0,0
232,CASH_IN,437045.7,C173366295,26593.0,463638.7,C789014007,6702206.5,6265160.8,0,0
153,CASH_OUT,95764.08,C752582800,0.0,0.0,C1857425198,971601.62,1067365.7,0,0
232,CASH_IN,259524.91,C906431331,12940718.3,13200243.21,C2053528255,4699292.03,4439767.11,0,0
249,PAYMENT,1864.34,C1721963280,0.0,0.0,M1520796801,0.0,0.0,0,0
24,CASH_IN,157420.74,C1190690291,10823.0,168243.74,C989926584,3326058.43,3124583.49,0,0
183,CASH_IN,368249.44,C1462513542,5812242.47,6180491.91,C19624228,4321718.07,3953468.63,0,0
305,CASH_OUT,340326.38,C766897527,21196.0,0.0,C1844764080,0.0,340326.38,0,0
181,CASH_OUT,137385.86,C617159579,0.0,0.0,C1822871957,2090511.55,2227897.41,0,0
156,CASH_OUT,200343.75,C1465076603,0.0,0.0,C2092944197,1110219.52,1310563.26,0,0
131,CASH_IN,297558.99,C1845558260,10495596.59,10793155.58,C343563320,6451075.56,6153516.57,0,0
37,TRANSFER,246229.74,C851212715,0.0,0.0,C1045004287,1744656.97,1990886.71,0,0
552,TRANSFER,380776.85,C1390761834,0.0,0.0,C1135595077,588879.29,969656.14,0,0
18,PAYMENT,19489.8,C85663456,4276.0,0.0,M943074178,0.0,0.0,0,0
275,CASH_IN,76271.3,C1753372568,1301609.98,1377881.27,C1583247514,79525.95,3254.65,0,0
277,CASH_OUT,169448.36,C158997515,121992.0,0.0,C1547630414,1724603.72,1894052.08,0,0
137,TRANSFER,117527.42,C527635891,95617.0,0.0,C410399850,178489.65,296017.07,0,0
129,CASH_IN,285084.59,C1223526812,7310616.83,7595701.42,C1614121155,3193049.05,2907964.46,0,0
542,CASH_IN,216248.26,C1168308885,93479.0,309727.26,C361327171,14629.9,0.0,0,0
15,CASH_OUT,12103.23,C263116784,20418.0,8314.77,C1839671644,3362870.05,3463984.19,0,0
21,CASH_IN,160146.53,C849060496,5082.0,165228.53,C663883872,11201.02,0.0,0,0
357,CASH_IN,116124.29,C1813704305,42540.05,158664.34,C879593477,2595560.84,2479436.55,0,0
12,CASH_OUT,13491.87,C1741928000,0.0,0.0,C1613524189,331978.59,466752.33,0,0
226,CASH_OUT,35699.67,C166550347,0.0,0.0,C1138806458,2712448.55,2748148.22,0,0
34,CASH_IN,646924.55,C801820764,4218314.64,4865239.2,C1980653895,6719916.14,6072991.59,0,0
211,CASH_OUT,88352.85,C1123504753,0.0,0.0,C2045141109,2194925.21,2283278.05,0,0
276,CASH_OUT,222757.04,C892925777,6517.0,0.0,C1033887610,3895594.28,4118351.32,0,0
184,CASH_IN,39283.98,C504151736,1830711.45,1869995.43,C96592525,4778329.47,4124804.56,0,0
275,CASH_OUT,340042.52,C1859531285,454.0,0.0,C1718989078,637981.07,978023.59,0,0
522,CASH_OUT,24338.15,C1808216817,21219.75,0.0,C711384774,156105.55,180443.7,0,0
259,PAYMENT,5369.35,C780453394,198691.49,193322.14,M2036527289,0.0,0.0,0,0
161,CASH_IN,215468.6,C1361176447,1452535.2,1668003.8,C144852879,2873536.01,2658067.41,0,0
41,CASH_OUT,187787.55,C1255739583,0.0,0.0,C9901046,223134.23,410921.79,0,0
37,CASH_IN,559519.23,C179261565,180933.0,740452.23,C308006848,0.0,0.0,0,0
186,CASH_OUT,69439.72,C1438682263,0.0,0.0,C729255592,1160399.59,1229839.31,0,0
280,CASH_IN,2652.3,C1000420750,2160791.38,2163443.68,C1742374536,5171413.88,5373342.12,0,0
36,CASH_OUT,411738.59,C1833874552,170250.66,0.0,C907833742,2011109.44,2715025.25,0,0
178,CASH_IN,169420.55,C856690457,3956375.06,4125795.61,C1580835462,1050882.46,881461.91,0,0
133,CASH_IN,229621.19,C323577768,52148.0,281769.19,C742155073,0.0,0.0,0,0
212,PAYMENT,40826.0,C274182321,0.0,0.0,M473992031,0.0,0.0,0,0
208,CASH_OUT,255184.74,C539491015,0.0,0.0,C1268270167,1832047.22,2087231.96,0,0
237,PAYMENT,12913.26,C419733707,11634.0,0.0,M1466304375,0.0,0.0,0,0
188,PAYMENT,2046.4,C2099563041,0.0,0.0,M2139479006,0.0,0.0,0,0
394,CASH_OUT,156711.28,C905395002,0.0,0.0,C862738497,2406228.67,2562939.95,0,0
132,CASH_OUT,103609.02,C1891683608,0.0,0.0,C1993931495,897953.71,1001562.73,0,0
65,CASH_OUT,1282971.57,C744316850,1282971.57,0.0,C1365960800,392604.6,1675576.17,1,0
13,TRANSFER,138110.57,C2132670882,24897.0,0.0,C1868096235,0.0,138110.57,0,0
17,CASH_IN,202288.01,C450781446,19105015.36,19307303.37,C1769042905,2068458.6,1866170.6,0,0
36,CASH_OUT,30875.7,C2095048049,0.0,0.0,C779798347,1010584.67,1041460.37,0,0
330,CASH_OUT,331355.59,C175330582,0.0,0.0,C1612426642,536070.57,867426.17,0,0
306,TRANSFER,644973.99,C1520864025,0.0,0.0,C2021579766,14678893.35,15323867.34,0,0
250,TRANSFER,494216.85,C1178964447,0.0,0.0,C74971191,2979167.76,3473384.62,0,0
155,CASH_OUT,114115.11,C1274892312,0.0,0.0,C84626312,130573.24,244688.36,0,0
331,CASH_OUT,174442.88,C1096910533,0.0,0.0,C1812574697,1007014.65,1181457.53,0,0
154,DEBIT,4968.23,C1194898865,112.0,0.0,C2013228004,120419.0,0.0,0,0
347,CASH_OUT,163004.95,C780314985,50482.0,0.0,C1316357800,11023755.47,11186760.42,0,0
187,CASH_IN,240537.57,C354602923,6663834.57,6904372.14,C1584778754,2146923.22,1906385.65,0,0
132,CASH_OUT,80734.22,C1442078010,0.0,0.0,C646123724,8389633.71,8098169.87,0,0
185,CASH_IN,240310.95,C777560233,790885.57,1031196.52,C184545705,11114540.32,10874229.37,0,0
69,CASH_OUT,353313.55,C1330110958,353313.55,0.0,C857281092,2808260.05,3161573.6,1,0
36,TRANSFER,314826.5,C1315937385,0.0,0.0,C2125071302,8595906.6,8910733.1,0,0
17,CASH_IN,22141.36,C1254730355,23127.0,45268.36,C760675871,34568.36,12427.01,0,0
278,CASH_OUT,28415.76,C700803698,896.0,0.0,C1475456951,5381043.72,5409459.48,0,0
273,CASH_OUT,29272.4,C39221703,49503.0,20230.6,C912405348,1837679.21,1866951.6,0,0
238,CASH_IN,166387.57,C2075608175,4524773.79,4691161.37,C2082673402,6059662.39,5893274.81,0,0
348,CASH_OUT,123649.33,C1422825184,0.0,0.0,C1110499013,3189084.97,3312734.29,0,0
153,CASH_IN,278960.44,C422409502,50867.0,329827.44,C396255249,0.0,0.0,0,0
131,TRANSFER,684396.71,C526976877,0.0,0.0,C952933933,3070393.05,3754789.75,0,0
130,TRANSFER,769997.52,C777944094,0.0,0.0,C786510892,2535893.62,3305891.14,0,0
277,CASH_IN,67718.54,C1925564869,10352069.54,10419788.08,C899674207,1111671.33,1043952.79,0,0
35,CASH_OUT,5747.21,C821782704,6060.0,312.79,C1751888979,135145.03,595403.98,0,0
184,TRANSFER,773275.9,C397866726,1140.0,0.0,C160106315,534103.53,1307379.42,0,0
332,CASH_IN,65078.16,C459538512,890709.18,955787.34,C690378183,253280.87,188202.71,0,0
187,PAYMENT,195.18,C1941919778,7069.85,6874.67,M1655802089,0.0,0.0,0,0
367,TRANSFER,435867.16,C790089745,435867.16,0.0,C1816333758,0.0,0.0,1,0
523,CASH_OUT,160186.79,C2096987876,160186.79,0.0,C641152271,2428183.45,2588370.25,1,0
157,CASH_IN,24503.79,C1598150970,20601.0,45104.79,C133285167,467207.06,442703.27,0,0
140,CASH_OUT,132051.77,C267425678,390.0,0.0,C1966002811,2493721.09,2625772.87,0,0
20,CASH_IN,164525.21,C1593448479,13488016.82,13652542.03,C1784250848,1454934.59,1290409.38,0,0
375,TRANSFER,515687.15,C325136906,11258.0,0.0,C119399934,352108.72,867795.87,0,0
280,CASH_OUT,174476.72,C1282544997,0.0,0.0,C2005952436,2962201.05,3136677.78,0,0
686,CASH_OUT,287533.93,C42875913,12426.0,0.0,C867506288,5943660.81,6231194.74,0,0
208,CASH_OUT,49528.03,C1622616611,20481.0,0.0,C2049392320,1096851.22,1146379.24,0,0
9,CASH_OUT,141321.85,C1269444101,0.0,0.0,C2029518292,432972.53,271257.69,0,0
283,CASH_IN,70588.94,C1596989967,595421.0,666009.94,C363703027,939475.13,868886.19,0,0
14,CASH_IN,355679.18,C52815884,12610946.56,12966625.74,C493424930,451660.88,95981.7,0,0
164,CASH_OUT,9313.47,C1551756198,0.0,0.0,C172797825,99433.43,108746.89,0,0
135,CASH_OUT,166669.62,C1395170325,0.0,0.0,C1583247514,392028.83,558698.46,0,0
377,CASH_IN,248512.15,C1211255753,670807.43,919319.57,C786116491,4404782.37,4156270.23,0,0
356,DEBIT,8439.18,C1562060100,0.0,0.0,C1183497595,188422.06,196861.23,0,0
18,PAYMENT,36.89,C414505246,102818.34,102781.45,M327176549,0.0,0.0,0,0
327,CASH_OUT,303816.73,C1744949257,5086.0,0.0,C1827976569,51844.66,355661.39,0,0
235,CASH_OUT,208069.83,C1314693444,21509.0,0.0,C624538146,0.0,208069.83,0,0
17,CASH_OUT,322705.76,C77862738,0.0,0.0,C1427538392,528053.58,850759.34,0,0
329,CASH_IN,100822.12,C850689841,193832.0,294654.12,C1264094330,539431.57,438609.44,0,0
324,CASH_IN,128292.66,C1842774784,18898.0,147190.66,C314896314,0.0,0.0,0,0
17,CASH_IN,186638.32,C687529080,6390940.73,6577579.05,C170071280,489252.18,451783.07,0,0
189,CASH_IN,278958.49,C1410957746,2736859.99,3015818.48,C354225366,3591137.65,3312179.16,0,0
12,CASH_IN,291182.46,C1941398656,99457.0,390639.46,C945327594,522603.57,617482.56,0,0
394,CASH_IN,49035.47,C1245385912,0.0,49035.47,C1769947269,627528.74,578493.27,0,0
397,CASH_OUT,106821.7,C2089778843,204423.0,97601.3,C1317071352,0.0,106821.7,0,0
306,CASH_OUT,166816.97,C905217632,0.0,0.0,C535956670,218023.25,384840.22,0,0
38,CASH_OUT,170675.66,C1934733940,21530.0,0.0,C160106315,0.0,170675.66,0,0
356,CASH_OUT,140512.63,C1116846898,959.0,0.0,C1530338778,0.0,140512.63,0,0
163,CASH_IN,1257.06,C1523825531,2476700.3,2477957.36,C133385139,769530.0,1061713.63,0,0
210,PAYMENT,21347.9,C71046715,1106.0,0.0,M1582199563,0.0,0.0,0,0
16,CASH_IN,362072.7,C153878060,1866927.13,2228999.83,C1101441872,464902.2,0.0,0,0
15,CASH_IN,224105.83,C1426037157,70118.0,294223.83,C471381554,392646.58,168540.75,0,0
420,PAYMENT,6340.12,C1553004701,177.0,0.0,M900933900,0.0,0.0,0,0
277,CASH_IN,203604.19,C764998760,1335898.61,1539502.8,C735369165,2132148.72,1928544.53,0,0
378,CASH_OUT,84581.29,C1420604663,117545.0,32963.71,C814716597,3631659.95,3716241.23,0,0
212,CASH_OUT,7542.09,C583033188,0.0,0.0,C278676454,14604.6,22146.7,0,0
36,CASH_IN,175469.7,C1633582197,8615950.59,8791420.29,C1624455220,1473944.75,1298475.06,0,0
304,CASH_OUT,40754.22,C1995009281,0.0,0.0,C1167066573,1156893.24,1197647.46,0,0
186,TRANSFER,971705.87,C485822895,0.0,0.0,C1941798570,8137421.2,9109127.07,0,0
45,PAYMENT,21533.27,C431892180,0.0,0.0,M1027510467,0.0,0.0,0,0
211,CASH_IN,238661.22,C486072401,11087579.96,11326241.19,C529350444,432714.74,194053.52,0,0
255,CASH_IN,53763.87,C1174464260,1295725.49,1349489.37,C1466605034,1457262.39,1403498.52,0,0
164,CASH_IN,114739.32,C1868811603,11345927.15,11460666.47,C257338994,1471198.18,1356458.85,0,0
10,CASH_IN,135517.57,C1576822881,728184.17,863701.75,C991505714,16788779.66,17609759.55,0,0
137,CASH_OUT,218618.86,C323799615,0.0,0.0,C265601701,663952.46,882571.32,0,0
33,PAYMENT,1402.61,C890740334,0.0,0.0,M1678226717,0.0,0.0,0,0
134,CASH_OUT,180996.69,C1269294647,17607.0,0.0,C2010733400,306822.7,487819.39,0,0
228,CASH_OUT,58283.43,C500846759,21344.0,0.0,C2142384602,0.0,58283.43,0,0
163,CASH_OUT,154930.89,C1560076093,12260.0,0.0,C393947373,1421319.12,1576250.01,0,0
181,CASH_IN,45608.12,C1252904945,43256.0,88864.12,C849010584,687429.02,641820.9,0,0
37,PAYMENT,18808.22,C1212082110,22327.0,3518.78,M1355525697,0.0,0.0,0,0
321,CASH_OUT,155227.32,C74304089,0.0,0.0,C273240830,341776.61,497003.93,0,0
522,CASH_OUT,278540.18,C587076021,130204.0,0.0,C1815006934,531551.0,810091.18,0,0
10,CASH_IN,399778.33,C1025851599,10910.0,410688.33,C1032986144,0.0,0.0,0,0
131,CASH_IN,410418.24,C794684122,1062184.06,1472602.3,C78663667,4348786.15,3938367.91,0,0
394,DEBIT,2611.84,C316948562,0.0,0.0,C1937972935,6028379.77,6030991.6,0,0
327,CASH_OUT,278862.43,C2135343535,0.0,0.0,C128909445,516680.23,795542.66,0,0
372,CASH_OUT,349122.28,C1968329527,36319.61,0.0,C1276739496,636168.38,985290.65,0,0
11,PAYMENT,3906.36,C793898995,426302.14,422395.78,M709965719,0.0,0.0,0,0
277,CASH_IN,274418.45,C803037073,8248629.4,8523047.85,C2083154872,292977.51,18559.06,0,0
210,CASH_IN,127050.72,C146185788,81927.0,208977.72,C1799856639,49890.0,0.0,0,0
162,CASH_OUT,228712.6,C2006145536,20926.0,0.0,C1496008024,0.0,228712.6,0,0
265,CASH_OUT,90434.36,C956953138,72641.99,0.0,C1036604265,795837.45,886271.8,0,0
203,CASH_OUT,225162.93,C502100458,61238.0,0.0,C178151720,2333007.99,2558170.91,0,0
186,TRANSFER,571740.18,C712589015,99585.0,0.0,C2059078386,4965544.11,5537284.29,0,0
36,TRANSFER,609139.02,C1975158380,0.0,0.0,C1636281428,1586448.77,2845089.47,0,0
42,TRANSFER,171518.14,C261914265,0.0,0.0,C1820811459,841769.57,1013287.71,0,0
393,CASH_IN,19459.65,C525852025,10157351.68,10176811.33,C1582355721,2245503.85,2226044.2,0,0
239,CASH_IN,340724.18,C279146804,6459361.7,6800085.87,C830293590,585667.81,244943.63,0,0
163,CASH_IN,71507.67,C222177447,30340.0,101847.67,C453493362,975664.69,904157.02,0,0
10,CASH_IN,367250.29,C1694119134,42665.0,409915.29,C1956477953,81915.38,0.0,0,0
186,CASH_IN,87241.28,C712290006,10990096.47,11077337.74,C1878476397,2147825.78,2060584.5,0,0
9,CASH_IN,180508.6,C368591880,184.0,180692.6,C559485820,0.0,0.0,0,0
12,CASH_IN,231618.16,C1300360453,1120034.21,1351652.37,C1032628517,262412.44,129834.55,0,0
9,CASH_IN,106684.16,C1115755070,199940.0,306624.16,C801412408,39247.69,0.0,0,0
159,CASH_OUT,175008.26,C1356315523,0.0,0.0,C413966770,3776732.66,3951740.92,0,0
396,CASH_IN,261802.2,C297429664,738308.99,1000111.19,C169598416,6242456.1,5980653.91,0,0
203,PAYMENT,3092.82,C1980113839,41872.0,38779.18,M1623427799,0.0,0.0,0,0
714,CASH_OUT,221167.84,C75762686,221167.84,0.0,C711384774,180443.7,401611.54,1,0
283,CASH_OUT,434339.65,C2144624577,0.0,0.0,C994730180,689409.38,1123749.03,0,0
379,CASH_IN,64301.6,C653269446,11848797.13,11913098.73,C1445457505,1476762.18,1412460.58,0,0
438,CASH_OUT,60274.87,C1411378743,60274.87,0.0,C1045414794,7246746.56,7307021.43,1,0
190,CASH_OUT,55257.99,C568621118,502650.0,447392.01,C2123466960,905753.36,961011.34,0,0
146,CASH_OUT,60516.53,C1241672000,60516.53,0.0,C271238521,0.0,60516.53,1,0
15,CASH_OUT,395937.33,C321688044,34738.0,0.0,C1808974560,0.0,395937.33,0,0
234,CASH_OUT,237305.58,C1269847699,0.0,0.0,C1588957214,1015136.57,1252442.16,0,0
670,PAYMENT,2450.76,C2101238972,80007.47,77556.7,M1377144791,0.0,0.0,0,0
546,TRANSFER,175298.42,C87702426,0.0,0.0,C177673041,2914790.54,3090088.97,0,0
10,CASH_IN,50954.98,C1475757691,7018735.62,7069690.6,C185805228,5897874.52,5985545.58,0,0
